1352,Shenmue,1999,T,11,9
1353,Pro Yakyuu Family Stadium '88,1988,,1,26
1354,One Piece: Pirate Warriors,2012,T,9,26
1355,Super Ghouls 'n Ghosts,1991,,2,13
1356,Soviet Strike,1996,,8,8
1357,Gun,2005,M,7,5
1358,Ty the Tasmanian Tiger,2002,E,2,8
1359,Resident Evil: Operation Raccoon City,2012,M,9,13
1360,Mega Man 3,1990,,2,13
1361,PokéPark Wii: Pikachu's Adventure,2009,E,11,1
1362,Mad Max (2015),2015,,9,20
1363,Romancing SaGa 2,1993,,4,10
1364,Mission: Impossible,1997,,9,84
1365,Cabela's Dangerous Hunts,2003,T,1,85
1366,Cool Boarders 4,1998,,1,44
1367,WWE SmackDown vs. Raw 2010,2009,T,10,29
1368,Rage Racer,1996,,3,4
1369,Spore,2008,E10+,12,8
1370,Destruction Derby 2,1996,,3,86
1371,Mario vs. Donkey Kong,2004,E,5,1
1372,Midnight Club 3: DUB Edition Remix,2006,E10+,3,3
1373,Tom Clancy's Ghost Recon: Jungle Storm,2004,T,7,6
1374,Bushido Blade,1997,T,10,4
1375,Mirror's Edge,2008,T,2,8
1376,NASCAR Thunder 2002,2001,E,3,8
1377,Yu-Gi-Oh! The Sacred Cards (American and Others sales),2002,,4,15
1378,Sega Rally Championship,1995,,3,9
1379,Jet Force Gemini,1999,,7,1
1380,Mega Man X,1993,,2,13
1381,Test Drive: Off Road,1997,,3,22
1382,Your Shape: Fitness Evolved 2012,2011,E,1,6
1383,Final Fantasy Tactics: The War of the Lions,2007,T,4,16
1384,Sniper: Ghost Warrior,2010,M,7,87
1385,Sonic Rush Adventure,2007,E,2,9
1386,Worldwide Soccer Manager 2009,2008,E,8,9
1387,Gauntlet: Dark Legacy,2001,T,9,40
1388,Medal of Honor Heroes 2,2007,T,7,8
1389,Bad Boys: Miami Takedown,2004,M,7,88
1390,Wario Land: Shake It!,2008,,2,1
1391,Football Manager 2013,2012,,1,9
1392,Kaboom!,1980,,6,5
1393,Qix,1990,,5,1
1394,Derby Stallion III,1995,,1,50
1395,Doraemon,1986,,9,69
1396,High School Musical 2: Work This Out!,2008,,6,33
1397,Donkey Konga,2003,E,6,1
1398,Dragon Quest I & II,1993,,4,25
1399,Tak and the Power of Juju,2003,E,2,29
1400,WWE 2K15,2014,T,1,3
1401,Puyo Puyo Sun Ketteiban,1997,,5,90
1402,Action Bass,2000,E,9,3
1403,Tenchu: Wrath of Heaven,2003,M,9,5
1404,Shadow of the Colossus,2005,T,9,4
1405,Brave Fencer Musashi,1998,E,4,10
1406,Ninja Gaiden Sigma,2007,M,9,22
1407,WWE 2K14,2013,T,1,3
1408,Pokemon Rumble Blast,2011,E10+,9,1
1409,Dance Dance Revolution Extreme 2,2005,E10+,8,15
1410,Resident Evil - Code: Veronica,2000,,9,22
1411,Super R.C. Pro-Am,1991,,3,1
1412,South Park,1998,,7,31
1413,Commando,1986,,9,13
1414,Pilotwings,1990,,8,1
1415,Hot Shots Golf: Out of Bounds,2007,E,1,4
1416,Royal Palace of White Sword and The City of Gentiles,2005,,4,3
1417,Red Dead Redemption: Undead Nightmare,2010,M,9,3
1418,Ratchet & Clank: All 4 One,2011,,2,4
1419,Sunset Overdrive,2014,M,7,2
1420,Mobile Suit Gundam: Federation vs. Zeon,2001,T,8,11
1421,Naruto Shippuden: Ultimate Ninja Storm 4,2016,T,10,26
1422,MechAssault,2002,T,8,2
1423,EA Sports Active: More Workouts,2009,E,1,8
1424,Derby Stallion 99,1999,,1,50
1425,Watch Dogs 2,2016,M,9,6
1426,Tom Clancy's Rainbow Six 3: Black Arrow,2004,M,7,6
1427,Alien: Isolation,2014,M,7,9
1428,Jampack Winter '98,1998,,6,4
1429,Fantasy Life,2012,E10+,4,1
1430,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),2005,,4,1
1431,The Legend of Zelda: Tri Force Heroes,2015,E,9,1
1432,Moon Patrol,1982,,7,11
1433,Supercar Street Challenge,2001,E,3,5
1434,Pilotwings 64,1996,,8,1
1435,Rabbids Go Home,2009,E10+,2,6
1436,ModNation Racers,2010,E,3,4
1437,SOCOM: U.S. Navy SEALs Fireteam Bravo,2005,M,7,4
1438,Rocksmith,2011,T,6,6
1439,Worldwide Soccer Manager 2008,2007,E,1,91
1440,Yakuza 3,2009,M,9,9
1441,Persona 4: Golden,2012,M,4,92
1442,Crackdown 2,2010,M,7,2
1443,Dragon Age II,2011,M,9,8
1444,Counter-Strike,2003,M,7,2
1445,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,,9,5
1446,Guitar Hero Encore: Rocks The 80s,2007,T,6,23
1447,Fight Night Champion,2011,M,10,8
1448,Tom Clancy's Splinter Cell: Chaos Theory,2005,M,9,6
1449,NBA Jam Tournament Edition,1994,,1,31
1450,Donkey Kong Jr.,1983,,2,1
1451,Arc the Lad,1995,,4,4
1452,Legend of Mana,1999,,4,10
1453,Pikmin 3,2013,E10+,12,1
1454,Dragon Ball: XenoVerse,2015,T,10,26
1455,Lumines: Puzzle Fusion,2004,,5,6
1456,Megamania,1981,,7,5
1457,Jungle Hunt,1982,,2,11
1458,Castlevania: Lords of Shadow,2010,M,9,15
1459,Triple Play 98,1997,,1,8
1460,Plants vs. Zombies,2011,E10+,12,93
1461,Lode Runner,1984,,5,69
1462,The Final Fantasy Legend,1989,,4,10
1463,Famicom Jump: Eiyuu Retsuden,1989,,4,26
1464,F-Zero X,1998,,3,1
1465,Popeye,1983,,2,1
1466,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,1999,,12,15
1467,Omerta: City of Gangsters,2011,,8,15
1468,SingStar Legends,2006,T,6,4
1469,SingStar Rocks!,2006,,6,4
1470,Tales of Symphonia,2003,T,4,1
1471,GRID,2008,E,3,35
1472,Star Ocean: The Second Story,1998,E,4,4
1473,Petz Dogz 2,2007,E,8,6
1474,NCAA Football 14,2013,E,1,8
1475,Yakuza 2,2006,M,11,9
1476,Dragon Ball Z: The Legacy of Goku II,2003,E,4,11
1477,NERF N-Strike,2008,E10+,7,8
1478,NFL 2K1,2000,E,1,9
1479,BeatMania,1998,,8,15
1480,Untold Legends: Brotherhood of the Blade,2005,T,4,5
1481,Project CARS,2015,E,3,94
1482,Sonic and the Black Knight,2009,E10+,2,9
1483,The Godfather,2006,M,9,8
1484,Sonic Free Riders,2010,E,3,9
1485,Star Wars: Bounty Hunter,2002,T,7,19
1486,Densha De Go!,1997,,8,95
1487,WWE SmackDown vs. Raw 2011,2010,T,10,29
1488,NCAA Football 13,2012,E,9,8
1489,Skate 2,2009,T,1,8
1490,NFL Blitz 2000,1998,,1,40
1491,NASCAR Thunder 2004,2003,E,3,8
1492,Imagine: Babysitters,2008,E,8,6
1493,Namco Museum Battle Collection,2005,E10+,6,4
1494,Fisherman's Bass Club,2002,E,1,96
1495,Empire: Total War,2009,T,12,9
1496,Virtua Fighter 5,2007,T,10,9
1497,Dante's Inferno,2010,M,9,8
1498,Joust,1982,,2,11
1499,Forza Horizon 3,2016,E,3,2
1500,Disney Infinity 2.0: Marvel Super Heroes,2014,,9,33
1501,Ready 2 Rumble Boxing,1998,,1,40
1502,Dragon Ball Z: Taiketsu,2003,T,10,11
1503,Disney's Lilo & Stitch,2002,,2,6
1504,Star Fox: Assault,2005,T,7,1
1505,Plants vs. Zombies: Garden Warfare,2014,E10+,7,8
1506,Doko Demo Issyo,1999,,6,4
1507,Imagine: Fashion Designer New York,2008,E,8,6
1508,Prince of Persia,2008,T,9,6
1509,Championship Manager 99/00,1999,,1,22
1510,Virtua Fighter,1994,,10,9
1511,The Biggest Loser,2009,,1,29
1512,NHL 99,1997,,1,8
1513,SoulCalibur III,2005,T,10,26
1514,Tiger Woods PGA Tour 10,2009,E,1,8
1515,MySims Agents,2009,E,11,8
1516,Ridge Racer Revolution,1995,,3,4
1517,World Tour Soccer,2005,E,1,4
1518,Naruto: Ultimate Ninja Storm,2008,T,10,26
1519,Lightning Returns: Final Fantasy XIII,2013,T,4,16
1520,Hot Wheels Turbo Racing,1999,,3,8
1521,NCAA Football 99,1998,,1,8
1522,Mortal Kombat: Armageddon,2006,M,10,40
1523,Freekstyle,2002,E,3,8
1524,Spore Creatures,2008,E,8,8
1525,Simple 1500 Series Vol. 1: The Mahjong,1998,,6,59
1526,DJ Hero,2009,T,6,5
1527,Bully: Scholarship Edition,2008,T,9,3
1528,NBA Street V3,2005,E,1,8
1529,Worms Armageddon,1999,,12,97
1530,Hulk,2003,T,9,21
1531,NFL Quarterback Club 98,1997,,1,31
1532,Aliens vs Predator,2010,M,7,9
1533,Diablo II: Lord of Destruction,2001,M,4,24
1534,Endless Ocean,2007,E,11,1
1535,Seek and Destroy,2002,T,3,98
1536,Darksiders,2010,M,9,29
1537,Mercenaries 2: World in Flames,2008,T,7,8
1538,Warhawk,2007,T,8,4
1539,DiRT 3,2011,T,3,35
1540,DiRT,2007,E,3,35
1541,Cosmic Ark,1981,,7,48
1542,Resident Evil: The Darkside Chronicles,2009,M,9,13
1543,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,2006,T,7,4
1544,Defender,1980,,6,11
1545,Dora the Explorer: Dora Saves the Mermaids,2007,E,2,3
1546,Arc the Lad II,1996,,4,4
1547,Tag Team Match M.U.S.C.L.E.,1985,,10,26
1548,Derby Stallion 96,1996,,1,50
1549,Adventure Island,1986,,2,69
1550,NBA 2K3,2002,E,1,9
1551,Dave Mirra Freestyle BMX,2000,E,1,31
1552,EA Sports UFC,2014,T,1,8
1553,Forza Motorsport,2005,E,3,2
1554,Virtua Tennis 3,2007,E,1,9
1555,Monster Rancher 2,1998,E,8,4
1556,MVP Baseball 2003,2003,E,1,8
1557,Imagine: Animal Doctor,2007,E,8,6
1558,Legacy of Kain: Soul Reaver,N/A,T,9,22
1559,Tales of Destiny,1997,,4,26
1560,Sleeping Dogs,2012,M,9,16
1561,ATV: Quad Power Racing,2000,E,3,31
1562,Mega Man X4,1996,,9,18
1563,Naruto: Clash of Ninja 2,2003,T,10,1
1564,Dance Dance Revolution SuperNOVA,2006,E10+,8,15
1565,Bomberman 64,1997,,5,69
1566,Jeremy McGrath Supercross 98,1998,,3,31
1567,F-Zero: Maximum Velocity,2001,E,3,1
1568,F1 2012,2012,E,3,35
1569,Brink,2011,T,7,7
1570,MX vs. ATV Unleashed,2005,E,3,29
1571,WipEout Pure,2005,E,3,4
1572,UFC Undisputed 3,2012,T,9,29
1573,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,T,7,6
1574,Super Princess Peach,2005,E,2,1
1575,Guinness World Records: The Videogame,2008,E10+,9,20
1576,NCAA March Madness 2004,2003,E,1,8
1577,Donkey Kong Land III,N/A,,2,1
1578,Bomberman,1985,,5,69
1579,The Legend of Zelda: Twilight Princess HD,2016,T,9,1
1580,Street Fighter Alpha 3,1998,T,10,18
1581,Junior Brain Trainer,2008,E,6,99
1582,MotorStorm: Arctic Edge,2009,T,3,4
1583,ZhuZhu Pets,2010,E,8,5
1584,Tiger Woods PGA Tour 08,2007,E,1,8
1585,Final Fight 2,1993,,9,13
1586,The Lost World: Jurassic Park,1997,,9,8
1587,Disney Universe,2011,E10+,9,33
1588,Dance on Broadway,2010,E10+,6,6
1589,Petz: Catz 2,2007,E,8,6
1590,Bulletstorm,2011,M,7,8
1591,Harry Potter and the Prisoner of Azkaban,2004,E,9,8
1592,Pokemon Conquest,2012,E,4,1
1593,Pong: The Next Level,1998,,5,28
1594,Naruto: Clash of Ninja Revolution,2007,T,10,100
1595,Disney Fairies: Tinker Bell and the Lost Treasure,2009,E,11,33
1596,Ace Combat 6: Fires of Liberation,2007,T,8,11
1597,Championship Manager 3,2003,,1,22
1598,Ninja Gaiden II,2008,M,9,49
1599,Rayman Legends,2014,E10+,2,6
1600,Oshare Majo Love and Berry: DS Collection,2006,,6,9
1601,Monster Rancher,1997,,8,49
1602,ZombiU,2012,M,9,6
1603,Pokken Tournament,2016,E10+,10,26
1604,Ford Racing 2,2003,E,3,88
1605,Breath of Fire III,1997,,4,13
1606,NERF N-Strike Elite,2009,E10+,7,8
1607,God of War: Ghost of Sparta,2010,M,9,4
1608,Dead or Alive 2,2000,,10,49
1609,1942,1985,,7,13
1610,Game & Watch Gallery,1997,,6,1
1611,Excitebike 64,2000,,3,1
1612,NES Open Tournament Golf,1991,,1,1
1613,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,2004,,6,101
1614,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),2006,,1,15
1615,Road & Track Presents: The Need for Speed,1995,,3,8
1616,NFL GameDay 2001,2000,E,1,4
1617,NBA Live 97,1996,,1,8
1618,Dynasty Warriors 3: Xtreme Legends,2002,T,9,49
1619,Rayman Origins,2011,E10+,2,6
1620,Jampack Winter 2000,2000,,6,4
1621,NFL Fever 2002,2000,E,1,2
1622,NCAA Football 12,2011,E,1,8
1623,Kirby: Mass Attack,2011,E,2,1
1624,Haze,2008,M,7,6
1625,Oddworld: Abe's Exoddus,1998,T,2,14
1626,The Bouncer,2000,T,9,4
1627,DiRT 2,2009,T,3,35
1628,Shadow The Hedgehog,2005,E10+,2,9
1629,EyePet,2009,E,8,4
1630,Apollo Justice: Ace Attorney,2007,T,11,13
1631,Ace Combat X: Skies of Deception,2006,T,8,26
1632,Cars: Race-O-Rama,2009,E,3,29
1633,Puzzler Collection,2008,E,5,6
1634,Midnight Club: LA Remix,2008,T,3,3
1635,Littlest Pet Shop: Winter,2008,E,8,8
1636,Final Fantasy Type-0,2015,,4,16
1637,Tales of Graces f,2010,T,4,26
1638,Mario Party Advance,2005,E,6,1
1639,Tetris 2,1993,,5,1
1640,Zoo Tycoon DS,2005,E,12,29
1641,Air-Sea Battle,N/A,,7,11
1642,Dead Space 3,2013,M,9,8
1643,Suikoden III,N/A,T,4,54
1644,Rocksmith 2014,2013,,6,6
1645,Tom Clancy's Splinter Cell: Blacklist,2013,M,9,6
1646,NBA 2K10,2009,E,1,3
1647,Fire Emblem,2003,E,12,1
1648,Brutal Legend,2009,M,9,8
1649,Tamagotchi Connection: Corner Shop 2,2006,E,8,26
1650,NHL 2004,2003,E,1,8
1651,Disney Tangled,2010,,9,33
1652,Band Hero,2009,E10+,6,5
1653,Romancing SaGa,1992,,4,10
1654,Donkey Kong Junior,1981,,2,11
1655,Medal of Honor: Underground,2000,T,7,8
1656,Dark Cloud 2,2002,T,4,4
1657,Evolve,2015,M,7,3
1658,Dragon Quest X,2012,,4,16
1659,Jampack Summer '99,1999,,6,4
1660,Dance Dance Revolution 2nd ReMIX,1999,,8,15
1661,Star Soldier,1986,,7,69
1662,NHL 2001,2000,E,1,8
1663,Farming Simulator 2013,2012,E,8,83
1664,Guitar Hero: Warriors of Rock,2010,T,6,5
1665,de Blob,2008,E,2,29
1666,Dragon Quest Monsters: Terry's Wonderland 3D,2012,,4,16
1667,Shinobi,2002,M,2,4
1668,The Witcher 2: Assassins of Kings,2011,M,9,26
1669,Sniper Elite V2,2012,M,7,12
1670,Gangs of London,2006,M,11,4
1671,Mario Tennis Open,2012,E,1,1
1672,PilotWings Resort,2011,E,8,1
1673,World Championship Poker,2004,E,6,98
1674,My Weight Loss Coach,2008,E,1,6
1675,PlayStation All-Stars Battle Royale,2012,T,9,4
1676,Scooby-Doo! First Frights,2009,,9,20
1677,Epic Mickey 2: The Power of Two,2012,,9,33
1678,Mega Man Star Force Dragon / Leo / Pegasus,2006,,9,13
1679,Pro Evolution Soccer 2014,2013,E,9,15
1680,Yakuza 4,N/A,M,9,9
1681,Wild ARMs,1996,,4,4
1682,Kessen,2000,T,12,8
1683,Driver: San Francisco,2011,T,3,6
1684,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003,,6,15
1685,NCAA Football 2000,1999,,1,8
1686,Ben 10: Alien Force,2008,E,9,102
1687,Army of Two: The 40th Day,2010,M,7,8
1688,Just Dance 2016,2015,E10+,6,6
1689,Skylanders: Trap Team,2014,E10+,9,5
1690,Lost Planet 2,2010,T,7,13
1691,Killzone,2004,M,7,4
1692,Colin McRae Rally 04,2003,,3,35
1693,Club Penguin: Game Day!,2010,,1,33
1694,Star Fox 64 3D,2011,E10+,7,1
1695,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996,,6,14
1696,Castlevania: Lament of Innocence,2003,M,9,15
1697,Destroy All Humans!,2005,,7,29
1698,SaGa Frontier 2,1999,,4,10
1699,Phantasy Star Portable,2008,T,4,9
1700,NCAA Football 10,2009,E,1,8
1701,Tony Hawk: RIDE,2009,E10+,1,5
1702,MLB 2000,1999,,1,4
1703,Bully,2006,T,9,3
1704,Hot Shots Golf Fore!,2003,,1,4
1705,MLB 06: The Show,2006,E,1,4
1706,NHL 2003,2002,E,1,8
1707,Naruto Shippuden: Ultimate Ninja Storm 3,2013,T,10,26
1708,EA Sports UFC 2,2016,T,1,8
1709,Bentley's Hackpack,2005,,6,34
1710,White Knight Chronicles: International Edition,2008,T,4,4
1711,Crash City Mayhem,2004,,3,29
1712,Kirby: Planet Robobot,2016,E,9,1
1713,Castlevania II: Simon's Quest,1987,,2,15
1714,Mega Man 4,1991,,2,13
1715,Guitar Hero: Metallica,2009,T,6,5
1716,MLB 07: The Show,2007,E,1,4
1717,Build-A-Bear Workshop,2007,E,8,103
1718,Kingdom Hearts Re:coded,2010,E10+,4,16
1719,Operation Flashpoint: Dragon Rising,2009,M,7,35
1720,Inazuma Eleven 3,2010,,4,38
1721,Lego Batman 3: Beyond Gotham,2014,E10+,9,20
1722,Wipeout: In The Zone,2011,E10+,6,5
1723,SnoCross Championship Racing,1999,E,3,6
1724,Brothers in Arms: Hell's Highway,2008,M,7,6
1725,Disney Magical World,2013,E,11,1
1726,Top Gun: Combat Zones,2001,E,8,104
1727,NCAA Football 11,2010,E,1,8
1728,Monster High: Ghoul Spirit,2011,E,6,29
1729,Phoenix Wright: Ace Attorney,2005,T,11,13
1730,MLB 15: The Show,2015,E,1,4
1731,South Park: The Stick of Truth,2014,M,4,6
1732,NHL 98,1997,,1,8
1733,Space Jam,1996,,1,31
1734,Balloon Fight,1985,,2,1
1735,MLB 12: The Show,2012,E,1,4
1736,SpongeBob SquarePants: The Yellow Avenger,2006,E,9,29
1737,Wii Play: Motion,2011,E10+,6,1
1738,Sonic Riders,2006,E,3,9
1739,Starsky & Hutch,2003,,3,88
1740,Tobal No.1,1996,,10,4
1741,Blue Dragon,2006,T,4,2
1742,Buzz! Quiz World,2009,,6,4
1743,Harvest Moon 3D: A New Beginning,2012,E,9,105
1744,Street Hoops,2002,,1,5
1745,EA Sports Grand Slam Tennis,2009,,1,8
1746,Nickelodeon Fit,2010,E,1,3
1747,Knockout Kings 2002,2002,T,1,8
1748,Tom Clancy's EndWar,2008,T,12,6
1749,Tokyo Xtreme Racer 3,2003,E,3,106
1750,Xenoblade Chronicles,2010,T,4,1
1751,Glover,1998,,2,28
1752,Colin McRae Rally 2.0,2000,E,3,35
1753,Dynasty Warriors 7,2011,T,9,49
1754,Sonic Riders: Zero Gravity,2008,E,3,9
1755,AMF Bowling Pinbusters!,2007,,1,7
1756,Super Momotarou Dentetsu III,1994,,8,69
1757,Tiger Woods PGA Tour 2002,2002,E,1,8
1758,Lost Odyssey,2007,T,4,2
1759,Street Fighter V,2016,T,10,13
1760,Mini-Yonku Shining Scorpion: Let's & Go!!,1996,,3,50
1761,MLB 2005,2004,E,1,4
1762,Marvel: Ultimate Alliance 2,2009,T,4,5
1763,Burnout Revenge,2005,E10+,3,8
1764,Crysis 3,2013,M,7,8
1765,Destruction Derby,1995,,3,86
1766,LEGO Jurassic World,2015,E10+,9,20
1767,Avatar: The Game,2009,,9,6
1768,3Xtreme,1999,,9,44
1769,Hot Shots Tennis,2006,E,1,4
1770,MX vs. ATV Reflex,2009,E,3,29
1771,Spider-Man 3,2007,T,2,5
1772,Harry Potter: Quidditch World Cup,2003,E,1,8
1773,Blitz: The League,2005,M,1,54
1774,The Biggest Loser: Ultimate Workout,2010,E,1,29
1775,Castlevania: Circle of the Moon,2001,T,2,15
1776,SOCOM 4: U.S. Navy SEALs,2011,M,7,4
1777,Tiger Woods PGA Tour 06,2005,E,1,8
1778,Classic NES Series: The Legend of Zelda,2004,E,11,1
1779,Fire Emblem: The Sacred Stones,2004,E,12,1
1780,TouchMaster 2,2008,E,5,40
1781,Pokemon Card GB2: Here Comes Team GR!,2001,,12,1
1782,MLB 16: The Show,2016,,9,4
1783,Killzone: Liberation,2006,T,7,4
1784,Ace Combat 2,1997,T,8,4
1785,NFL 2K2,2001,E,1,9
1786,We Ski & Snowboard,2008,,1,11
1787,Resistance: Retribution,2009,M,7,4
1788,Tiger Woods PGA Tour 12: The Masters,2011,E,1,8
1789,CSI: Hard Evidence,2008,,11,6
1790,MLB 2001,2000,,1,4
1791,The Jak and Daxter Collection,2012,,2,4
1792,FIFA Soccer 09 All-Play,2008,E,1,8
1793,SingStar Anthems,2006,,6,4
1794,Seiken Densetsu 3,1995,,4,10
1795,Fossil Fighters,2008,E,4,1
1796,Buzz! Quiz TV,2008,,6,4
1797,Samba De Amigo,2008,E,6,9
1798,Mega Man 8 Anniversary Collector's Edition,1996,,2,13
1799,The Tomb Raider Trilogy,2011,T,9,16
1800,Call of Juarez: Bound in Blood,2009,M,7,6
1801,Minecraft: Story Mode,2015,,11,107
1802,NBA 2K6,2005,E,9,3
1803,Dissidia 012: Duodecim Final Fantasy,2011,T,10,16
1804,Buzz! The Mega Quiz,2007,,6,4
1805,Star Wars: Rebel Assault II - The Hidden Empire,1996,,7,108
1806,Monster 4X4: World Circuit,2006,E,3,6
1807,Resident Evil: Revelations,2012,M,9,13
1808,Sonic Chronicles: The Dark Brotherhood,2008,E,4,9
1809,Rock Band 3,2010,T,6,32
1810,ESPN NHL 2K5,2004,E,1,64
1811,Borderlands: The Handsome Collection,2015,M,7,3
1812,Crimson Skies: High Road to Revenge,2003,T,8,2
1813,Spec Ops: Ranger Elite,2001,T,7,109
1814,Gex,1995,,2,110
1815,F1 2009,2009,E,3,35
1816,Derby Stallion II,1994,,1,50
1817,Tom Clancy's Ghost Recon: Island Thunder,2003,M,7,6
1818,Kingdoms of Amalur: Reckoning,2012,M,4,8
1819,Metal Gear Ac!d,2004,,12,15
1820,Need for Speed: V-Rally,1997,,3,53
1821,Monster Strike 3DS,2015,,9,112
1822,Kingdom Hearts Re: Chain of Memories,2008,E10+,4,16
1823,Phantasy Star Portable 2,2009,T,4,9
1824,Peppa Pig: The Game,2008,,6,113
1825,NFL GameDay '97,1996,,1,4
1826,LittleBigPlanet Karting,2012,E,9,4
1827,Tony Hawk's Project 8,2006,T,1,5
1828,NHL 2000,1998,,1,8
1829,Buzz! Master Quiz,2008,,6,4
1830,Red Faction: Guerrilla,2009,M,7,29
1831,Fight Night Round 2,2005,T,10,8
1832,Triple Play 2002,2002,E,1,8
1833,Cooking Mama: World Kitchen,2008,E,8,12
1834,Vagrant Story,2000,T,4,68
1835,Warriors Orochi,2007,T,9,49
1836,Enduro,1982,,6,115
1837,SingStar '90s,2007,T,6,4
1838,Wizards of Waverly Place,2009,E,6,33
1839,Ghostbusters: The Video Game,2009,E10+,9,11
1840,Beijing 2008,2008,,1,9
1841,Guitar Hero Live,2015,T,6,5
1842,Endless Ocean: Blue World,2009,E10+,8,1
1843,Rocky,2002,T,10,116
1844,Ford Racing,2001,E,3,88
1845,Madden Football 64,1997,,1,8
1846,MLB 99,1998,,1,4
1847,Lemmings,2006,E,5,4
1848,Dynasty Warriors 4: Xtreme Legends,2003,T,9,49
1849,Pictionary,2010,E,5,29
1850,Army Men: Air Attack,1999,,9,77
1851,Tomb Raider: Anniversary,2007,T,9,22
1852,NBA 2K8,2007,E,1,3
1853,Street Fighter Alpha 2,1996,,10,18
1854,Castlevania III: Dracula's Curse,1989,,2,15
1855,Rampage World Tour,1997,,9,14
1856,Dragon Ball Z: Burst Limit,2008,T,10,11
1857,Gold's Gym: Dance Workout,2010,E10+,1,6
1858,Tekken Tag Tournament 2,2012,T,10,26
1859,Ninja Gaiden Sigma 2,2009,M,9,117
1860,NFL GameDay,1995,,1,4
1861,Burnout 2: Point of Impact,2002,E,3,31
1862,Wii Fit U,2013,E,1,1
1863,Street Fighter EX3,2000,T,10,18
1864,The Legendary Starfy,2008,E,2,1
1865,The House of the Dead: Overkill,2009,M,7,9
1866,Darksiders II,2012,M,9,29
1867,The Lord of the Rings: War in the North,N/A,M,9,20
1868, Tales of Xillia 2,2012,T,4,26
1869,Xenoblade Chronicles X,2015,T,4,1
1870,Petz Dogz Fashion,2008,E,8,6
1871,ATV Quad Power Racing 2,2003,E,3,31
1872,Final Fantasy,1987,,4,10
1873,Rocket Power: Team Rocket Rescue,2001,,1,29
1874,Big Mutha Truckers,2002,T,3,88
1875,Rogue Galaxy,2005,T,4,4
1876,ESPN College Hoops 2K5,2004,E,1,9
1877,Harry Potter and the Order of the Phoenix,2007,E,9,8
1878,Metroid: Zero Mission,2004,E,11,1
1879,Burnout Legends,2005,E10+,3,8
1880,Q*bert,1999,,5,11
1881,Blazing Angels: Squadrons of WWII,2007,T,8,6
1882,Madden NFL 09 All-Play,2008,E,1,8
1883,Ace Combat 3: Electrosphere,1999,,8,4
1884,Dynasty Warriors 2,2000,T,9,29
1885,Time Crisis 4,2007,T,7,26
1886,Duke Nukem Forever,2011,M,7,3
1887,Lizzie McGuire 2: Lizzie Diaries,2004,E,9,33
1888,FIFA Soccer World Championship,2000,,1,8
1889,Brute Force,2003,M,7,2
1890,Tiger Woods PGA Tour 11,2010,E,1,8
1891,Yu-Gi-Oh! Dark Duel Stories,2000,,6,15
1892,The Game of Life,1998,,6,54
1893,Mega Man Legends,1997,,11,13
1894,Sly 3: Honor Among Thieves,2005,E10+,2,4
1895,MLB SlugFest 20-03,N/A,E,1,54
1896,Need for Speed: Nitro,2009,E10+,3,8
1897,Street Fighter X Tekken,2012,T,10,13
1898,MediEvil,1998,,2,4
1899,Casper,1996,,11,118
1900,Sid Meier's Civilization Revolution,2008,E10+,12,3
1901,Tales of the Abyss,2011,T,4,26
1902,God of War Saga,2012,M,9,4
1903,DJ Hero 2,2010,T,6,5
1904,Harvest Moon: Tree of Tranquility,2007,E,8,71
1905,Tony Hawk's Underground 2 Remix,2005,T,1,5
1906,Killer Instinct Gold,1996,,10,1
1907,Clu Clu Land,1984,,5,1
1908,Karaoke Revolution Glee,2010,T,6,15
1909,I Spy: Fun House,2007,E,5,119
1910,Amped: Freestyle Snowboarding,2001,E,1,2
1911,The Price is Right,2008,E,6,6
1912,Custer's Revenge,1981,,9,120
1913,Stranglehold,2007,M,7,40
1914,Rocket Power: Beach Bandits,2002,E,2,29
1915,Shin Megami Tensei: Persona 4,2008,M,4,92
1916,Devil May Cry HD Collection,2012,M,9,13
1917,Thief (2014),2014,,9,16
1918,Ready 2 Rumble Boxing: Round 2,2000,T,10,40
1919,Dance Central 3,2012,T,6,2
1920,Kamaitachi no Yoru,1994,,11,121
1921,Imagine: Rock Star,2008,E,8,6
1922,Tales of Destiny II,2000,T,4,26
1923,Super Bomberman 2,1994,,5,69
1924,NASCAR 2001,2000,E,3,8
1925,Twisted Metal (2012),2012,,9,4
1926,The Legend of Zelda: Four Swords Adventures,2004,E,9,1
1927,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999,,1,15
1928,MediEvil: Resurrection,2005,T,11,4
1929,Valkyrie Profile,1999,T,4,25
1930,Shaun White Snowboarding,N/A,T,1,6
1931,Patapon,2007,E,6,4
1932,Mega Man,1987,,2,13
1933,Army Men: Sarge's Heroes,1999,,9,77
1934,EarthBound,1994,,4,1
1935,The Next Tetris,1998,,5,11
1936,Battle of Giants: Dinosaurs,2008,E,12,6
